Schlüssel WZ 2009,Ebene,Titel,Übersektor
90,2,"Kreative, künstlerische und unterhaltende Tätigkeiten","Kunst, Unterhaltung und Erholung"
90,3,"Kreative, künstlerische und unterhaltende Tätigkeiten","Kunst, Unterhaltung und Erholung"
9001,4,Darstellende Kunst,"Kunst, Unterhaltung und Erholung"
90011,5,Theaterensembles,"Kunst, Unterhaltung und Erholung"
90012,5,"Ballettgruppen, Orchester, Kapellen und Chöre","Kunst, Unterhaltung und Erholung"
90013,5,"Selbstständige Artistinnen und Artisten, Zirkusgruppen","Kunst, Unterhaltung und Erholung"
90014,5,"Selbstständige Bühnen-, Film-, Hörfunk- und Fernsehkünstlerinnen und -künstler sowie sonstige darstellende Kunst","Kunst, Unterhaltung und Erholung"
9002,4,Erbringung von Dienstleistungen für die darstellende Kunst,"Kunst, Unterhaltung und Erholung"
90020,5,Erbringung von Dienstleistungen für die darstellende Kunst,"Kunst, Unterhaltung und Erholung"
9003,4,Künstlerisches und schriftstellerisches Schaffen,"Kunst, Unterhaltung und Erholung"
90031,5,"Selbstständige Komponistinnen, Komponisten, Musikbearbeiterinnen und Musikbearbeiter","Kunst, Unterhaltung und Erholung"
90032,5,Selbstständige Schriftstellerinnen und Schriftsteller,"Kunst, Unterhaltung und Erholung"
90033,5,Selbstständige bildende Künstlerinnen und Künstler,"Kunst, Unterhaltung und Erholung"
90034,5,Selbstständige Restauratorinnen und Restauratoren,"Kunst, Unterhaltung und Erholung"
90035,5,"Selbstständige Journalistinnen und Journalisten, Pressefotografinnen und Pressefotografen","Kunst, Unterhaltung und Erholung"
9004,4,Betrieb von Kultur- und Unterhaltungseinrichtungen,"Kunst, Unterhaltung und Erholung"
90041,5,Theater- und Konzertveranstalter,"Kunst, Unterhaltung und Erholung"
90042,5,"Opern- und Schauspielhäuser, Konzerthallen und ähnliche Einrichtungen","Kunst, Unterhaltung und Erholung"
90043,5,Varietés und Kleinkunstbühnen,"Kunst, Unterhaltung und Erholung"
91,2,"Bibliotheken, Archive, Museen, botanische und zoologische Gärten","Kunst, Unterhaltung und Erholung"
91,3,"Bibliotheken, Archive, Museen, botanische und zoologische Gärten","Kunst, Unterhaltung und Erholung"
9101,4,Bibliotheken und Archive,"Kunst, Unterhaltung und Erholung"
91010,5,Bibliotheken und Archive,"Kunst, Unterhaltung und Erholung"
9102,4,Museen,"Kunst, Unterhaltung und Erholung"
91020,5,Museen,"Kunst, Unterhaltung und Erholung"
9103,4,Betrieb von historischen Stätten und Gebäuden und ähnlichen Attraktionen,"Kunst, Unterhaltung und Erholung"
91030,5,Betrieb von historischen Stätten und Gebäuden und ähnlichen Attraktionen,"Kunst, Unterhaltung und Erholung"
9104,4,Botanische und zoologische Gärten sowie Naturparks,"Kunst, Unterhaltung und Erholung"
91040,5,Botanische und zoologische Gärten sowie Naturparks,"Kunst, Unterhaltung und Erholung"
92,2,"Spiel-, Wett- und Lotteriewesen","Kunst, Unterhaltung und Erholung"
92,3,"Spiel-, Wett- und Lotteriewesen","Kunst, Unterhaltung und Erholung"
92,4,"Spiel-, Wett- und Lotteriewesen","Kunst, Unterhaltung und Erholung"
92001,5,Spielhallen und Betrieb von Spielautomaten,"Kunst, Unterhaltung und Erholung"
92002,5,Spielbanken und Spielklubs,"Kunst, Unterhaltung und Erholung"
92003,5,"Wett-, Toto- und Lotteriewesen","Kunst, Unterhaltung und Erholung"
93,2,"Erbringung von Dienstleistungen des Sports, der Unterhaltung und der Erholung","Kunst, Unterhaltung und Erholung"
931,3,Erbringung von Dienstleistungen des Sports,"Kunst, Unterhaltung und Erholung"
9311,4,Betrieb von Sportanlagen,"Kunst, Unterhaltung und Erholung"
93110,5,Betrieb von Sportanlagen,"Kunst, Unterhaltung und Erholung"
9312,4,Sportvereine,"Kunst, Unterhaltung und Erholung"
93120,5,Sportvereine,"Kunst, Unterhaltung und Erholung"
9313,4,Fitnesszentren,"Kunst, Unterhaltung und Erholung"
93130,5,Fitnesszentren,"Kunst, Unterhaltung und Erholung"
9319,4,Erbringung von sonstigen Dienstleistungen des Sports,"Kunst, Unterhaltung und Erholung"
93190,5,Erbringung von sonstigen Dienstleistungen des Sports,"Kunst, Unterhaltung und Erholung"
932,3,Erbringung von sonstigen Dienstleistungen der Unterhaltung und der Erholung,"Kunst, Unterhaltung und Erholung"
9321,4,Vergnügungs- und Themenparks,"Kunst, Unterhaltung und Erholung"
93210,5,Vergnügungs- und Themenparks,"Kunst, Unterhaltung und Erholung"
9329,4,Erbringung von Dienstleistungen der Unterhaltung und der Erholung a. n. g.,"Kunst, Unterhaltung und Erholung"
93290,5,Erbringung von Dienstleistungen der Unterhaltung und der Erholung a. n. g.,"Kunst, Unterhaltung und Erholung"
S,1,Erbringung von sonstigen Dienstleistungen,Erbringung von sonstigen Dienstleistungen
94,2,Interessenvertretungen sowie kirchliche und sonstige religiöse Vereinigungen (ohne Sozialwesen und Sport),Erbringung von sonstigen Dienstleistungen
941,3,"Wirtschafts- und Arbeitgeberverbände, Berufsorganisationen",Erbringung von sonstigen Dienstleistungen
9411,4,Wirtschafts- und Arbeitgeberverbände,Erbringung von sonstigen Dienstleistungen
94110,5,Wirtschafts- und Arbeitgeberverbände,Erbringung von sonstigen Dienstleistungen
9412,4,Berufsorganisationen,Erbringung von sonstigen Dienstleistungen
94120,5,Berufsorganisationen,Erbringung von sonstigen Dienstleistungen
942,3,Arbeitnehmervereinigungen,Erbringung von sonstigen Dienstleistungen
942,4,Arbeitnehmervereinigungen,Erbringung von sonstigen Dienstleistungen
94200,5,Arbeitnehmervereinigungen,Erbringung von sonstigen Dienstleistungen
949,3,Kirchliche Vereinigungen; politische Parteien sowie sonstige Interessenvertretungen und Vereinigungen a. n. g.,Erbringung von sonstigen Dienstleistungen
9491,4,Kirchliche und sonstige religiöse Vereinigungen,Erbringung von sonstigen Dienstleistungen
94910,5,Kirchliche und sonstige religiöse Vereinigungen,Erbringung von sonstigen Dienstleistungen
9492,4,Politische Parteien und Vereinigungen,Erbringung von sonstigen Dienstleistungen
94920,5,Politische Parteien und Vereinigungen,Erbringung von sonstigen Dienstleistungen
9499,4,Sonstige Interessenvertretungen und Vereinigungen a. n. g.,Erbringung von sonstigen Dienstleistungen
94991,5,"Organisationen der Bildung, Wissenschaft und Forschung",Erbringung von sonstigen Dienstleistungen
94992,5,Organisationen der Kultur,Erbringung von sonstigen Dienstleistungen
94993,5,Verbraucherorganisationen,Erbringung von sonstigen Dienstleistungen
94994,5,Jugendorganisationen,Erbringung von sonstigen Dienstleistungen
94999,5,Interessenvertretungen und Vereinigungen a. n. g.,Erbringung von sonstigen Dienstleistungen
95,2,Reparatur von Datenverarbeitungsgeräten und Gebrauchsgütern,Erbringung von sonstigen Dienstleistungen
951,3,Reparatur von Datenverarbeitungs- und Telekommunikationsgeräten,Erbringung von sonstigen Dienstleistungen
9511,4,Reparatur von Datenverarbeitungsgeräten und peripheren Geräten,Erbringung von sonstigen Dienstleistungen
95110,5,Reparatur von Datenverarbeitungsgeräten und peripheren Geräten,Erbringung von sonstigen Dienstleistungen
9512,4,Reparatur von Telekommunikationsgeräten,Erbringung von sonstigen Dienstleistungen
95120,5,Reparatur von Telekommunikationsgeräten,Erbringung von sonstigen Dienstleistungen
952,3,Reparatur von Gebrauchsgütern,Erbringung von sonstigen Dienstleistungen
9521,4,Reparatur von Geräten der Unterhaltungselektronik,Erbringung von sonstigen Dienstleistungen
95210,5,Reparatur von Geräten der Unterhaltungselektronik,Erbringung von sonstigen Dienstleistungen
9522,4,Reparatur von elektrischen Haushaltsgeräten und Gartengeräten,Erbringung von sonstigen Dienstleistungen
95220,5,Reparatur von elektrischen Haushaltsgeräten und Gartengeräten,Erbringung von sonstigen Dienstleistungen
9523,4,Reparatur von Schuhen und Lederwaren,Erbringung von sonstigen Dienstleistungen
95230,5,Reparatur von Schuhen und Lederwaren,Erbringung von sonstigen Dienstleistungen
9524,4,Reparatur von Möbeln und Einrichtungsgegenständen,Erbringung von sonstigen Dienstleistungen
95240,5,Reparatur von Möbeln und Einrichtungsgegenständen,Erbringung von sonstigen Dienstleistungen
9525,4,Reparatur von Uhren und Schmuck,Erbringung von sonstigen Dienstleistungen
95250,5,Reparatur von Uhren und Schmuck,Erbringung von sonstigen Dienstleistungen
9529,4,Reparatur von sonstigen Gebrauchsgütern,Erbringung von sonstigen Dienstleistungen
95290,5,Reparatur von sonstigen Gebrauchsgütern,Erbringung von sonstigen Dienstleistungen
96,2,Erbringung von sonstigen überwiegend persönlichen Dienstleistungen,Erbringung von sonstigen Dienstleistungen
96,3,Erbringung von sonstigen überwiegend persönlichen Dienstleistungen,Erbringung von sonstigen Dienstleistungen
9601,4,Wäscherei und chemische Reinigung,Erbringung von sonstigen Dienstleistungen
96010,5,Wäscherei und chemische Reinigung,Erbringung von sonstigen Dienstleistungen
9602,4,Frisör- und Kosmetiksalons,Erbringung von sonstigen Dienstleistungen
96021,5,Frisörsalons,Erbringung von sonstigen Dienstleistungen
96022,5,Kosmetiksalons,Erbringung von sonstigen Dienstleistungen
9603,4,Bestattungswesen,Erbringung von sonstigen Dienstleistungen
96031,5,Bestattungsinstitute,Erbringung von sonstigen Dienstleistungen
96032,5,Friedhöfe und Krematorien,Erbringung von sonstigen Dienstleistungen
9604,4,"Saunas, Solarien, Bäder u. Ä.",Erbringung von sonstigen Dienstleistungen
96040,5,"Saunas, Solarien, Bäder u. Ä.",Erbringung von sonstigen Dienstleistungen
9609,4,Erbringung von sonstigen Dienstleistungen a. n. g.,Erbringung von sonstigen Dienstleistungen
96090,5,Erbringung von sonstigen Dienstleistungen a. n. g.,Erbringung von sonstigen Dienstleistungen
T,1,Private Haushalte mit Hauspersonal; Herstellung von Waren und Erbringung von Dienstleistungen durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt,Private Haushalte mit Hauspersonal; Herstellung von Waren und Erbringung von Dienstleistungen durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt
97,2,Private Haushalte mit Hauspersonal,Private Haushalte mit Hauspersonal; Herstellung von Waren und Erbringung von Dienstleistungen durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt
97,3,Private Haushalte mit Hauspersonal,Private Haushalte mit Hauspersonal; Herstellung von Waren und Erbringung von Dienstleistungen durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt
97,4,Private Haushalte mit Hauspersonal,Private Haushalte mit Hauspersonal; Herstellung von Waren und Erbringung von Dienstleistungen durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt
97000,5,Private Haushalte mit Hauspersonal,Private Haushalte mit Hauspersonal; Herstellung von Waren und Erbringung von Dienstleistungen durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt
98,2,Herstellung von Waren und Erbringung von Dienstleistungen durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt,Private Haushalte mit Hauspersonal; Herstellung von Waren und Erbringung von Dienstleistungen durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt
981,3,Herstellung von Waren durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt,Private Haushalte mit Hauspersonal; Herstellung von Waren und Erbringung von Dienstleistungen durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt
981,4,Herstellung von Waren durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt,Private Haushalte mit Hauspersonal; Herstellung von Waren und Erbringung von Dienstleistungen durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt
98100,5,Herstellung von Waren durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt,Private Haushalte mit Hauspersonal; Herstellung von Waren und Erbringung von Dienstleistungen durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt
982,3,Erbringungen von Dienstleistungen durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt,Private Haushalte mit Hauspersonal; Herstellung von Waren und Erbringung von Dienstleistungen durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt
982,4,Erbringungen von Dienstleistungen durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt,Private Haushalte mit Hauspersonal; Herstellung von Waren und Erbringung von Dienstleistungen durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt
98200,5,Erbringungen von Dienstleistungen durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt,Private Haushalte mit Hauspersonal; Herstellung von Waren und Erbringung von Dienstleistungen durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt
U,1,Exterritoriale Organisationen und Körperschaften,Exterritoriale Organisationen und Körperschaften
99,2,Exterritoriale Organisationen und Körperschaften,Exterritoriale Organisationen und Körperschaften
99,3,Exterritoriale Organisationen und Körperschaften,Exterritoriale Organisationen und Körperschaften
99,4,Exterritoriale Organisationen und Körperschaften,Exterritoriale Organisationen und Körperschaften
99000,5,Exterritoriale Organisationen und Körperschaften,Exterritoriale Organisationen und Körperschaften
